ID	CONTROL_TYPE	miRNA_ID	GENE_NAME	ACCESSION_STRING	CHROMOSOMAL_LOCATION	SPOT_ID
A_25_P00010550	-1.08500268
A_25_P00010551	5.561650877
A_25_P00010552	3.630176953
A_25_P00010553	3.689827274
A_25_P00010554	3.902879429
A_25_P00010555	3.736816772
A_25_P00010560	-0.956874849
A_25_P00010561	-2.070977153
A_25_P00010562	-0.878762033
A_25_P00010563	-3.323921401
A_25_P00010564	-1.046166488
A_25_P00010565	-0.751795902
A_25_P00010566	-2.229411365
A_25_P00010567	-2.751804827
A_25_P00010568	-3.359903565
A_25_P00010569	-0.795495774
A_25_P00010570	-0.395877072
A_25_P00010575	1.074231784
A_25_P00010576	0.259117043
A_25_P00010577	-0.36314227
A_25_P00010578	1.63634286
A_25_P00010579	-0.332590761
A_25_P00010580	-0.64012547
A_25_P00010581	-2.389082767
A_25_P00010582	-0.805301636
A_25_P00010583	-2.033262062
A_25_P00010584	-2.75318771
A_25_P00010585	-0.87395273
A_25_P00010586	-1.459495865
A_25_P00010587	-2.193432136
A_25_P00010588	0.058038194
A_25_P00010589	-0.56489533
A_25_P00010590	2.806259608
A_25_P00010591	-1.896664459
A_25_P00010592	1.006317089
A_25_P00010593	-1.86523964
A_25_P00010594	-1.201575689
A_25_P00010595	-2.053288592
A_25_P00010596	-1.524225932
A_25_P00010597	0.117157435
A_25_P00010598	7.545242132
A_25_P00010599	9.382926513
A_25_P00010600	-1.20738819
A_25_P00010601	-2.653289692
A_25_P00010602	-1.258076974
A_25_P00010603	-1.196578938
A_25_P00010604	-1.422761076
A_25_P00010605	-2.274888271
A_25_P00010606	3.852866794
A_25_P00010607	4.294395595
A_25_P00010610	7.743384885
A_25_P00010611	4.819985326
A_25_P00010612	9.915686042
A_25_P00010613	9.033741155
A_25_P00010614	8.247958564
A_25_P00010615	4.763833515
A_25_P00010616	-2.685344567
A_25_P00010617	
A_25_P00010618	
A_25_P00010619	-2.725445822
A_25_P00010620	-3.729136143
A_25_P00010621	-2.137643364
A_25_P00010622	-7.808453254
A_25_P00010623	-2.626615868
A_25_P00010624	-1.786215351
A_25_P00010625	-1.746031106
A_25_P00010626	0.535337213
A_25_P00010627	0.152466629
A_25_P00010628	-1.995701285
A_25_P00010629	-1.227824184
A_25_P00010630	2.654790773
A_25_P00010631	1.419677189
A_25_P00010632	-2.179622427
A_25_P00010633	-1.665152585
A_25_P00010634	-2.782010396
A_25_P00010635	-1.768380358
A_25_P00010636	-0.390064361
A_25_P00010637	-0.646641789
A_25_P00010638	-1.622996959
A_25_P00010639	-4.538053012
A_25_P00010640	1.379804114
A_25_P00010641	0.907643556
A_25_P00010642	1.400364262
A_25_P00010643	1.29578419
A_25_P00010644	3.19148187
A_25_P00010645	2.380236117
A_25_P00010646	-0.766293355
A_25_P00010647	-1.453150037
A_25_P00010648	-2.707946716
A_25_P00010649	-2.052084942
A_25_P00010650	0.544700628
A_25_P00010651	-1.00162606
A_25_P00010654	-1.765869849
A_25_P00010655	2.480220632
A_25_P00010656	1.657371484
A_25_P00010657	-2.530598365
A_25_P00010658	-1.267488936
A_25_P00010659	3.031014089
A_25_P00010660	2.462939429
A_25_P00010661	-0.787424548
A_25_P00010662	-1.1373683
A_25_P00010663	-1.064472632
A_25_P00010664	-3.428417242
A_25_P00010665	0.154823999
A_25_P00010666	-0.411155919
A_25_P00010667	-0.656396064
A_25_P00010668	-0.051265883
A_25_P00010669	-0.827746579
A_25_P00010670	-2.270597019
A_25_P00010671	-2.345298596
A_25_P00010672	-1.495539929
A_25_P00010673	-1.607843951
A_25_P00010674	1.549197386
A_25_P00010675	-0.315720133
A_25_P00010676	4.897069418
A_25_P00010677	4.564423712
A_25_P00010678	5.60339217
A_25_P00010679	5.436334136
A_25_P00010680	3.560819752
A_25_P00010681	1.885798466
A_25_P00010682	4.933108947
A_25_P00010683	4.566750568
A_25_P00010684	-1.283221642
A_25_P00010685	-1.030804883
A_25_P00010686	-3.021175871
A_25_P00010687	0.063092076
A_25_P00010688	-1.09084197
A_25_P00010689	-0.898417116
A_25_P00010690	2.223158068
A_25_P00010691	2.379909297
A_25_P00010692	-0.894091166
A_25_P00010693	-3.923354391
A_25_P00010694	-1.832517118
A_25_P00010695	-2.536057088
A_25_P00010696	-1.958652519
A_25_P00010697	-1.568886616
A_25_P00010698	2.141251197
A_25_P00010699	-0.395354341
A_25_P00010700	4.861023735
A_25_P00010701	1.524714953
A_25_P00010702	5.183619268
A_25_P00010703	2.436913617
A_25_P00010706	-0.440290507
A_25_P00010707	-1.550312806
A_25_P00010708	-1.730949959
A_25_P00010709	-2.303094998
A_25_P00010710	-1.169967304
A_25_P00010711	5.308384483
A_25_P00010712	6.176851663
A_25_P00010715	-2.212232413
A_25_P00010716	-1.384684322
A_25_P00010717	-0.919151491
A_25_P00010718	4.087429302
A_25_P00010719	3.786880524
A_25_P00010720	-3.07044776
A_25_P00010721	-2.585211487
A_25_P00010724	-2.689732613
A_25_P00010725	-3.530459507
A_25_P00010726	-0.456499062
A_25_P00010727	-3.185248734
A_25_P00010728	-3.18294081
A_25_P00010729	-2.290800514
A_25_P00010730	-4.824640563
A_25_P00010733	-1.199267232
A_25_P00010734	-1.289916501
A_25_P00010735	-2.296538621
A_25_P00010736	-0.702245282
A_25_P00010737	-2.895056708
A_25_P00010738	-3.445663835
A_25_P00010739	-1.964332906
A_25_P00010740	-2.145790952
A_25_P00010741	-0.820419288
A_25_P00010742	-2.517575813
A_25_P00010743	-2.042420858
A_25_P00010746	-1.752676862
A_25_P00010747	
A_25_P00010748	-4.583888595
A_25_P00010749	-4.418871834
A_25_P00010752	-0.504694931
A_25_P00010753	-4.481366816
A_25_P00010754	-2.608417638
A_25_P00010755	-2.252858906
A_25_P00010756	-3.16964076
A_25_P00010760	-1.181916968
A_25_P00010761	2.697551872
A_25_P00010762	-0.415257826
A_25_P00010763	-3.29064065
A_25_P00010764	-1.88544637
A_25_P00010765	-5.72497644
A_25_P00010766	-1.581637008
A_25_P00010767	7.110608295
A_25_P00010768	6.41610666
A_25_P00010769	4.027701327
A_25_P00010770	2.507133982
A_25_P00010771	-3.626801258
A_25_P00010772	-2.051874397
A_25_P00010773	-2.371363731
A_25_P00010774	-2.843782628
A_25_P00010775	-2.887484461
A_25_P00010776	-2.217149708
A_25_P00010777	-1.130454248
A_25_P00010778	0.838437594
A_25_P00010779	6.938306965
A_25_P00010780	4.629674407
A_25_P00010781	
A_25_P00010783	-2.105531625
A_25_P00010784	-1.462370433
A_25_P00010785	0.027645458
A_25_P00010786	0.32094829
A_25_P00010787	0.24078713
A_25_P00010788	-2.587190996
A_25_P00010789	-1.147785278
A_25_P00010790	-0.446096468
A_25_P00010791	-3.876478562
A_25_P00010792	-1.822650235
A_25_P00010793	-0.550966823
A_25_P00010794	-1.398051098
A_25_P00010795	-3.052587198
A_25_P00010796	2.695091749
A_25_P00010797	4.392133889
A_25_P00010798	6.724228802
A_25_P00010799	6.353359252
A_25_P00010800	5.743749265
A_25_P00010801	9.088988074
A_25_P00010802	8.853416368
A_25_P00010803	-2.257932296
A_25_P00010804	-1.669465655
A_25_P00010805	-1.756272399
A_25_P00010806	-0.895835089
A_25_P00010807	-0.307612427
A_25_P00010808	4.580057329
A_25_P00010809	4.667994178
A_25_P00010810	4.847329434
A_25_P00010811	-3.83974679
A_25_P00010812	-3.322823667
A_25_P00010815	1.967673813
A_25_P00010816	-0.385380514
A_25_P00010825	-1.339754945
A_25_P00010826	-1.902177472
A_25_P00010827	-1.940021993
A_25_P00010828	-1.060073598
A_25_P00010829	-5.436330755
A_25_P00010830	-1.966142296
A_25_P00010831	4.585596794
A_25_P00010832	4.33284221
A_25_P00010833	4.185676596
A_25_P00010834	4.455882886
A_25_P00010835	5.571674996
A_25_P00010836	4.732337054
A_25_P00010837	2.286278521
A_25_P00010838	0.837489456
A_25_P00010839	3.380875023
A_25_P00010840	1.049697873
A_25_P00010841	3.0606126
A_25_P00010842	-2.301228663
A_25_P00010843	4.816800218
A_25_P00010844	2.572710642
A_25_P00010849	-1.681873802
A_25_P00010850	-1.832551235
A_25_P00010853	0.264783133
A_25_P00010854	-0.509334626
A_25_P00010855	-0.929477071
A_25_P00010856	-0.940285036
A_25_P00010857	-0.044071137
A_25_P00010858	6.111172908
A_25_P00010859	4.387300709
A_25_P00010860	-0.880317507
A_25_P00010861	-1.404767419
A_25_P00010862	0.127422325
A_25_P00010863	2.031964894
A_25_P00010864	1.753661855
A_25_P00010865	2.72464684
A_25_P00010866	-1.569244402
A_25_P00010867	-2.602000241
A_25_P00010868	2.128892341
A_25_P00010869	0.831224976
A_25_P00010872	2.546502662
A_25_P00010873	2.69359584
A_25_P00010874	2.707150679
A_25_P00010875	-0.06707823
A_25_P00010876	-0.877494161
A_25_P00010877	0.337792522
A_25_P00010878	0.549837731
A_25_P00010879	3.220674102
A_25_P00010880	2.352389618
A_25_P00010881	3.121740358
A_25_P00010882	1.918405886
A_25_P00010883	0.78440992
A_25_P00010884	1.885396771
A_25_P00010885	0.033909848
A_25_P00010886	-1.528478136
A_25_P00010889	-3.115197922
A_25_P00010890	-1.582420744
A_25_P00010891	-1.433120416
A_25_P00010892	-1.895873748
A_25_P00010893	-1.039694716
A_25_P00010894	3.518412422
A_25_P00010895	1.522821993
A_25_P00010896	7.809733049
A_25_P00010901	-2.406911217
A_25_P00010902	-2.093361249
A_25_P00010903	-2.71457573
A_25_P00010908	-2.270246474
A_25_P00010909	-4.064288603
A_25_P00010910	-1.304841841
A_25_P00010911	-2.338739162
A_25_P00010912	-2.053641445
A_25_P00010913	-4.392240181
A_25_P00010914	-3.587330466
A_25_P00010915	-1.739936501
A_25_P00010916	-1.171070373
A_25_P00010917	-0.546318271
A_25_P00010918	-3.036549923
A_25_P00010919	-2.137966311
A_25_P00010924	-0.013145017
A_25_P00010925	0.113817272
A_25_P00010926	-0.667622901
A_25_P00010927	0.135395507
A_25_P00010930	5.808238827
A_25_P00010931	5.259662685
A_25_P00010932	5.291629131
A_25_P00010933	-2.627153376
A_25_P00010934	-2.706472946
A_25_P00010935	-0.474496613
A_25_P00010936	
A_25_P00010938	-2.893057365
A_25_P00010941	
A_25_P00010942	-2.552756967
A_25_P00010943	-0.762769937
A_25_P00010944	
A_25_P00010945	-3.224995275
A_25_P00010946	-2.968799916
A_25_P00010948	-1.625538552
A_25_P00010949	-1.592697262
A_25_P00010950	-2.328928648
A_25_P00010951	3.990235325
A_25_P00010952	0.580224091
A_25_P00010953	1.823270551
A_25_P00010954	1.317619328
A_25_P00010955	-1.983441172
A_25_P00010956	-1.720580589
A_25_P00010957	-1.990306915
A_25_P00010958	-2.208035537
A_25_P00010959	-1.64981655
A_25_P00010960	-2.206834571
A_25_P00010961	-3.410715389
A_25_P00010962	-1.326234975
A_25_P00010963	-1.026987281
A_25_P00010964	-1.517176422
A_25_P00010965	-2.533224053
A_25_P00010966	-4.410551767
A_25_P00010967	-3.312144549
A_25_P00010968	-3.696173449
A_25_P00010969	7.896699742
A_25_P00010970	6.763007725
A_25_P00010971	-2.226011706
A_25_P00010972	-1.750024799
A_25_P00010973	1.558802018
A_25_P00010974	1.357719791
A_25_P00010975	9.041179903
A_25_P00010976	7.524161219
A_25_P00010977	5.852159721
A_25_P00010978	4.358638825
A_25_P00010979	4.58745286
A_25_P00010980	-0.348609613
A_25_P00010981	-2.302997456
A_25_P00010982	-1.593909058
A_25_P00010983	-1.173078117
A_25_P00010984	-2.061037676
A_25_P00010985	-1.600495424
A_25_P00010986	-4.077513044
A_25_P00010987	-2.962911095
A_25_P00010988	-2.759727676
A_25_P00010989	7.797789851
A_25_P00010990	6.246498601
A_25_P00010991	-1.534298793
A_25_P00010992	-1.559622487
A_25_P00010993	-1.533930197
A_25_P00010994	-1.626772767
A_25_P00010995	2.570016541
A_25_P00010996	1.754579944
A_25_P00010997	9.544501114
A_25_P00010998	8.921128632
A_25_P00010999	11.16192643
A_25_P00011000	9.735788562
A_25_P00011001	-1.712990541
A_25_P00011002	-2.235481551
A_25_P00011003	-1.658291963
A_25_P00011004	7.011508907
A_25_P00011005	5.680553913
A_25_P00011006	0.126105768
A_25_P00011007	1.324614509
A_25_P00011008	-3.485910737
A_25_P00011009	-3.265973323
A_25_P00011010	-2.772118219
A_25_P00011011	-1.829970678
A_25_P00011012	-5.989161639
A_25_P00011013	4.967897333
A_25_P00011014	4.410509431
A_25_P00011015	1.798428907
A_25_P00011016	9.908245938
A_25_P00011017	-1.375971309
A_25_P00011018	-1.313477381
A_25_P00011019	-3.531423791
A_25_P00011020	-0.847943242
A_25_P00011021	-2.184903836
A_25_P00011022	-1.652190476
A_25_P00011023	-0.466725906
A_25_P00011024	-1.512671454
A_25_P00011025	-4.218725846
A_25_P00011026	-2.907961046
A_25_P00011027	-2.180262971
A_25_P00011028	-2.511009478
A_25_P00011029	-2.809721426
A_25_P00011030	-0.698744811
A_25_P00011031	-3.864043216
A_25_P00011032	-4.221336136
A_25_P00011033	-1.740080996
A_25_P00011034	1.116909108
A_25_P00011035	0.619621232
A_25_P00011036	-1.708265355
A_25_P00011037	-0.968170766
A_25_P00011038	-5.079836862
A_25_P00011039	-2.105967186
A_25_P00011040	-1.950135607
A_25_P00011041	-3.225784159
A_25_P00011042	0.391061438
A_25_P00011043	0.639632151
A_25_P00011044	0.423962937
A_25_P00011045	0.321797561
A_25_P00011046	-0.483507188
A_25_P00011047	-0.173576619
A_25_P00011048	-0.55276669
A_25_P00011049	-0.631467278
A_25_P00011050	-1.612562088
A_25_P00011051	-2.328384446
A_25_P00011052	
A_25_P00011053	
A_25_P00011054	-1.18291745
A_25_P00011055	-2.907442898
A_25_P00011056	-2.645904689
A_25_P00011057	1.687020808
A_25_P00011058	-0.812105932
A_25_P00011059	-2.326276206
A_25_P00011060	0.176490353
A_25_P00011061	
A_25_P00011062	-2.25402832
A_25_P00011063	-2.63764773
A_25_P00011064	6.044209598
A_25_P00011065	4.037002834
A_25_P00011066	3.932892313
A_25_P00011067	3.300041737
A_25_P00011068	5.310238504
A_25_P00011069	7.157088775
A_25_P00011072	-3.176943893
A_25_P00011073	-2.368719875
A_25_P00011074	-1.995419993
A_25_P00011075	-2.10535255
A_25_P00011076	-2.609344622
A_25_P00011077	-1.113883807
A_25_P00011078	-1.649450438
A_25_P00011082	3.260946596
A_25_P00011083	-1.306615953
A_25_P00011084	-2.31644331
A_25_P00011085	-1.441570008
A_25_P00011086	-1.921854362
A_25_P00011089	-2.976044747
A_25_P00011090	-3.224193445
A_25_P00011095	3.020430269
A_25_P00011096	3.725942916
A_25_P00011097	0.332039661
A_25_P00011098	-1.984166519
A_25_P00011099	-0.952797924
A_25_P00011100	-1.564433253
A_25_P00011101	8.41450325
A_25_P00011102	7.791171038
A_25_P00011103	3.714627345
A_25_P00011104	2.218107581
A_25_P00011105	-1.951720138
A_25_P00011106	-1.102251363
A_25_P00011107	-1.870667748
A_25_P00011108	-2.131524027
A_25_P00011109	1.748843377
A_25_P00011110	-0.047743762
A_25_P00011111	-1.712193284
A_25_P00011112	-0.95543189
A_25_P00011113	-1.624467917
A_25_P00011114	
A_25_P00011115	6.438243271
A_25_P00011116	4.803552932
A_25_P00011117	5.566169105
A_25_P00011118	4.380582851
A_25_P00011119	-0.580980321
A_25_P00011120	-2.88079419
A_25_P00011121	-2.761588009
A_25_P00011123	-3.08198231
A_25_P00011124	-3.359236708
A_25_P00011125	-0.685771145
A_25_P00011126	0.05122439
A_25_P00011127	-4.296691911
A_25_P00011128	4.014919494
A_25_P00011129	4.258311148
A_25_P00011130	3.89796641
A_25_P00011131	-3.853116903
A_25_P00011132	-1.577992635
A_25_P00011215	-1.743066445
A_25_P00011217	1.570044132
A_25_P00011219	-3.18140349
A_25_P00011220	-2.812886136
A_25_P00011221	-2.759541822
A_25_P00011222	-2.668062979
A_25_P00011223	1.761205057
A_25_P00011227	-0.956839437
A_25_P00011228	-0.880101791
A_25_P00011229	
A_25_P00011230	-1.326063525
A_25_P00011231	-3.225377778
A_25_P00011232	-0.78187894
A_25_P00011233	0.385750263
A_25_P00011234	-2.698588561
A_25_P00011235	-3.320993664
A_25_P00011236	-1.271872089
A_25_P00011237	-2.219361393
A_25_P00011238	-0.254193494
A_25_P00011239	-0.438738016
A_25_P00011240	-3.55895668
A_25_P00011241	-2.228621139
A_25_P00011242	3.204900659
A_25_P00011244	-5.109326551
A_25_P00011245	-1.608078033
A_25_P00011246	-2.470330019
A_25_P00011247	-1.069852872
A_25_P00011249	0.451558966
A_25_P00011250	-1.095458471
A_25_P00011251	-1.448350036
A_25_P00011252	-1.961500587
A_25_P00011253	-1.350346183
A_25_P00011254	-2.130627349
A_25_P00011255	-2.400451956
A_25_P00011256	-2.710079651
A_25_P00011259	-2.414708698
A_25_P00011260	-1.151780543
A_25_P00011261	-2.430324541
A_25_P00011262	-2.546189296
A_25_P00011265	-2.525004254
A_25_P00011267	2.303884207
A_25_P00011269	2.684473593
A_25_P00011270	2.045849735
A_25_P00011271	-0.941735148
A_25_P00011275	-0.180873359
A_25_P00011280	-3.48562843
A_25_P00011281	
A_25_P00011282	-1.472224664
A_25_P00011283	
A_25_P00011284	-2.106036408
A_25_P00011285	-4.033081069
A_25_P00011287	-3.409089229
A_25_P00011288	-1.44756907
A_25_P00011289	-3.569106169
A_25_P00011290	-0.971823497
A_25_P00011291	-2.40256842
A_25_P00011293	-1.041359542
A_25_P00011294	-1.447977942
A_25_P00011295	-3.511857135
A_25_P00011296	2.4963967
A_25_P00011297	-6.54362682
A_25_P00011298	-2.056387104
A_25_P00011299	-2.623986395
A_25_P00011300	-2.756598357
A_25_P00011301	-1.656625975
A_25_P00011302	-1.099730397
A_25_P00011303	-1.077627343
A_25_P00011304	-2.594833642
A_25_P00011305	-2.433996746
A_25_P00011306	-3.046220266
A_25_P00011309	-2.09001766
A_25_P00011311	-0.757736544
A_25_P00011312	-4.702841586
A_25_P00011314	2.817630047
A_25_P00011315	0.664895952
A_25_P00011318	-1.160515421
A_25_P00011319	-1.587089222
A_25_P00011320	-2.906344153
A_25_P00011321	-7.867757621
A_25_P00011322	
A_25_P00011323	-3.797328597
A_25_P00011325	-2.300212465
A_25_P00011326	-1.3031829
A_25_P00011327	-0.78049897
A_25_P00011329	0.101728582
A_25_P00011330	-5.872500368
A_25_P00011331	-2.327522242
A_25_P00011333	
A_25_P00011334	-1.912001145
A_25_P00011335	-1.426825836
A_25_P00011336	-4.461807221
A_25_P00011337	-2.814280175
A_25_P00011338	-4.344888569
A_25_P00011339	-3.412702162
A_25_P00011340	-2.219576171
A_25_P00011341	-0.12318598
A_25_P00011342	0.201928671
A_25_P00011345	-0.368021369
A_25_P00011346	-2.838036516
A_25_P00011347	-0.809222529
A_25_P00011348	-3.25846007
A_25_P00011350	-1.12645951
A_25_P00011351	-1.592650297
A_25_P00011352	-0.927750991
A_25_P00011353	-2.101356199
A_25_P00011354	-1.042706231
A_25_P00011355	-5.453186926
A_25_P00011357	-1.587490694
A_25_P00011358	-5.573898235
A_25_P00011359	-0.945594474
A_25_P00011361	-1.271554263
A_25_P00011362	
A_25_P00011363	-1.891278902
A_25_P00011364	-0.633771497
A_25_P00011366	-0.988496715
A_25_P00011367	-3.87924825
A_25_P00011368	-1.088420938
A_25_P00011369	-2.14564199
A_25_P00011370	-1.02102859
A_25_P00011371	-1.825517415
A_25_P00011372	-1.126520779
A_25_P00011373	-1.152543521
A_25_P00011374	-2.406982126
A_25_P00011375	-1.547454619
A_25_P00011376	-2.725142862
A_25_P00011377	
A_25_P00011379	-2.588542714
A_25_P00011380	-1.522616202
A_25_P00011381	-1.986044628
A_25_P00011383	-2.494618024
A_25_P00011384	-2.197334382
A_25_P00011385	
A_25_P00011386	-1.987713499
A_25_P00011387	-0.909739863
A_25_P00011388	-1.277605239
A_25_P00011389	-1.975092602
A_25_P00011390	-1.194477418
A_25_P00011391	-2.216590798
A_25_P00011392	-2.060525316
A_25_P00011396	-2.095491203
A_25_P00011397	-8.166144921
A_25_P00011400	-2.302392157
A_25_P00011403	-1.046743717
A_25_P00011404	-2.169722718
A_25_P00011405	-2.285457845
A_25_P00011406	-4.023936651
A_25_P00011408	-0.375238875
A_25_P00011409	-6.116540495
A_25_P00011410	2.748734269
A_25_P00011411	1.332713852
A_25_P00011414	-1.872569328
A_25_P00011415	-0.29212669
A_25_P00011418	-1.519900723
A_25_P00011419	-1.737003671
A_25_P00011420	-1.932847381
A_25_P00011421	-0.956634349
A_25_P00011422	-4.39193517
A_25_P00011425	-3.436383439
A_25_P00011426	-2.489485074
A_25_P00011427	-2.206609103
A_25_P00011429	-2.903949045
A_25_P00011430	-1.219046577
A_25_P00011432	-1.543540423
A_25_P00011433	-2.740460776
A_25_P00011437	5.489599654
A_25_P00011438	2.727536644
A_25_P00011440	5.167414404
A_25_P00011441	3.284836747
A_25_P00011445	-4.312165045
A_25_P00011446	-2.346125436
A_25_P00011447	-0.213346524
A_25_P00011448	-1.145960818
A_25_P00011449	-2.226768417
A_25_P00011450	-3.839494847
A_25_P00011451	
A_25_P00011452	-1.333186648
A_25_P00011454	2.286689244
A_25_P00011455	1.144907833
A_25_P00011456	2.183154176
A_25_P00011457	-3.857597611
A_25_P00011458	
A_25_P00011461	
A_25_P00011462	-1.787427014
A_25_P00011463	-5.213616966
A_25_P00011464	-3.621726555
A_25_P00011466	-2.895058416
A_25_P00011467	1.329305472
A_25_P00011471	-5.640574196
A_25_P00011473	-2.006849446
A_25_P00011474	-2.053287065
A_25_P00011476	-0.518764257
A_25_P00011477	-0.690608752
A_25_P00011479	-1.518358069
A_25_P00011480	-1.86242657
A_25_P00011481	-3.481768665
A_25_P00011584	7.385151543
A_25_P00011585	-2.470260751
A_25_P00011586	-1.472315766
A_25_P00011587	
A_25_P00011590	1.342525088
A_25_P00011591	-2.99775937
A_25_P00011592	-1.048506241
A_25_P00011593	-1.355157866
A_25_P00011594	-1.882202
A_25_P00011595	-1.694988903
A_25_P00011596	-1.505396222
A_25_P00011597	-0.455843559
A_25_P00011599	-1.321112227
A_25_P00011601	-2.348937527
A_25_P00011603	-0.539186168
A_25_P00011604	
A_25_P00011605	-3.349383499
A_25_P00011606	-2.111369533
A_25_P00011607	-2.524507303
A_25_P00011608	-2.871172842
A_25_P00011609	-0.45569808
A_25_P00011610	
A_25_P00011611	-3.527993251
A_25_P00011613	0.512011723
A_25_P00011614	-2.371050663
A_25_P00011615	-1.691494165
A_25_P00011616	-2.902277775
A_25_P00011618	-2.171300215
A_25_P00011619	-2.331412249
A_25_P00011621	-1.588539372
A_25_P00011624	-2.24168905
A_25_P00011625	-2.70316393
A_25_P00011626	-1.53077933
A_25_P00011627	-0.780986487
A_25_P00011628	-1.076537342
A_25_P00011629	-1.396682872
A_25_P00011633	-4.030844566
A_25_P00011634	2.300751751
A_25_P00011636	-1.615721887
A_25_P00011637	-1.630944959
A_25_P00011638	-2.363027604
A_25_P00011640	-1.786003779
A_25_P00011641	-3.765826355
A_25_P00011642	
A_25_P00011643	-1.554613882
A_25_P00011644	2.203201413
A_25_P00011645	0.779792718
A_25_P00011646	-0.727703027
A_25_P00011647	-1.169696289
A_25_P00011648	-1.537746802
A_25_P00011649	-1.697103289
A_25_P00011650	-1.444463625
A_25_P00011651	-1.169096456
A_25_P00011652	-1.707873418
A_25_P00011653	-2.12045323
A_25_P00011654	-1.955301382
A_25_P00011655	-2.06273633
A_25_P00011656	-2.166060155
A_25_P00011657	-3.186577149
A_25_P00011658	-3.266612069
A_25_P00011659	-2.189236987
A_25_P00011660	-1.058841858
A_25_P00011661	-3.889638005
A_25_P00011662	-2.256252966
A_25_P00011663	-1.538502567
A_25_P00011664	-1.47984051
A_25_P00011665	-1.079402654
A_25_P00011666	-1.538117654
A_25_P00011667	-1.989650619
A_25_P00011668	-0.221836213
A_25_P00011669	-1.102206663
A_25_P00011670	-1.695595053
A_25_P00011671	-0.239148193
A_25_P00011672	-2.800436886
A_25_P00011673	-2.812252295
A_25_P00011674	-3.453932046
A_25_P00011675	-2.089970213
A_25_P00011676	
A_25_P00011677	-3.593346274
A_25_P00011678	-5.545409988
A_25_P00011679	-1.92048552
A_25_P00011680	3.218157108
A_25_P00011681	4.316133096
A_25_P00011682	3.803512623
A_25_P00011683	-0.664293328
A_25_P00011684	-1.185594615
A_25_P00011685	-3.535472592
A_25_P00011686	-1.026209995
A_25_P00011687	-0.892656909
A_25_P00011688	-2.260489437
A_25_P00011689	-2.237710678
A_25_P00011690	-1.68685568
A_25_P00011691	-3.157872169
A_25_P00011692	-1.394385774
A_25_P00011693	-1.15038577
A_25_P00011694	-1.270756337
A_25_P00011695	-1.431539734
A_25_P00011696	-3.185675919
A_25_P00011697	-1.621386624
A_25_P00011698	-1.354108692
A_25_P00011699	-2.781457756
A_25_P00011700	-1.052609727
A_25_P00011701	-0.169281234
A_25_P00011702	0.31251776
A_25_P00011703	-1.050998123
A_25_P00011704	-1.237279431
A_25_P00011705	-3.442642785
A_25_P00011706	-2.516862697
A_25_P00011707	-2.730323604
A_25_P00011708	-0.330409142
A_25_P00011709	-0.140273117
A_25_P00011710	-1.08094193
A_25_P00011711	-1.667729646
A_25_P00011712	-1.878664204
A_25_P00011713	-0.944809738
A_25_P00011714	-1.835346541
A_25_P00011715	-2.55494846
A_25_P00011716	-1.074922803
A_25_P00011717	-1.178684581
A_25_P00011718	-0.158606494
A_25_P00011719	-0.645248363
A_25_P00011720	-1.817455356
A_25_P00011721	-1.035698399
A_25_P00011722	
A_25_P00011723	-1.060194663
A_25_P00011724	2.802305554
A_25_P00011725	2.502191396
A_25_P00011726	2.767123167
A_25_P00011727	2.755672121
A_25_P00011728	-3.170754676
A_25_P00011729	-5.11341267
A_25_P00011730	-1.11735672
A_25_P00011731	-2.592146386
A_25_P00011732	-2.582232159
A_25_P00011733	-1.36547854
A_25_P00011734	-1.665205719
A_25_P00011735	-1.280777185
A_25_P00011736	-1.350720693
A_25_P00011737	-4.722593683
A_25_P00011738	-1.782439353
A_25_P00011739	-2.114319218
A_25_P00011740	-3.549181682
A_25_P00011741	-2.18240376
A_25_P00011742	-1.417504738
A_25_P00011743	-3.542603159
A_25_P00011744	-2.283839478
A_25_P00011745	-1.845995463
A_25_P00011746	-2.734759253
A_25_P00011747	-2.497886318
A_25_P00011748	-1.987283635
A_25_P00011749	-1.750606034
A_25_P00011750	-1.131239723
A_25_P00011751	-1.481935467
A_25_P00011752	4.259423872
A_25_P00011753	5.337066662
A_25_P00011754	4.237086554
A_25_P00011755	3.045970388
A_25_P00011756	2.656689742
A_25_P00011757	1.962725181
A_25_P00011758	1.717794221
A_25_P00011759	-1.326734998
A_25_P00011760	-1.377141962
A_25_P00011761	-0.730433777
A_25_P00011762	-3.970829332
A_25_P00011763	-1.649652261
A_25_P00011764	-1.648277859
A_25_P00011765	-1.769763663
A_25_P00011766	-3.941671022
A_25_P00011767	-3.70626193
A_25_P00011768	-5.910858877
A_25_P00011769	
A_25_P00011770	-2.022912253
A_25_P00011771	-2.899212642
A_25_P00011772	-1.874437596
A_25_P00011773	-3.755869596
A_25_P00011774	-3.329591105
A_25_P00011775	-0.884419321
A_25_P00011776	-2.264374495
A_25_P00011777	-1.376279102
A_25_P00011778	-2.270320841
A_25_P00011779	-1.874882118
A_25_P00011780	-4.698180352
A_25_P00011781	-2.582887284
A_25_P00011782	-3.877591972
A_25_P00011783	-1.891617648
A_25_P00011784	-1.501465562
A_25_P00011785	-3.400017311
A_25_P00011786	-1.513659323
A_25_P00011787	
A_25_P00011788	-2.014479998
A_25_P00011789	-2.95628292
A_25_P00011790	-3.53296639
A_25_P00011791	-2.807721688
A_25_P00011792	
A_25_P00011793	-4.843471149
A_25_P00011794	-2.301100447
